State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,county-a,county-b,flow-from-b-to-a,flow-from-a-to-b,net-flow-from-b-to-a,gross-migration
6,65,6,67,Riverside County,Sacramento County,"1,240","1,640",-400,"2,880"
6,65,6,69,Riverside County,San Benito County,41,31,10,72
6,65,6,71,Riverside County,San Bernardino County,"20,442","19,100","1,342","39,542"
6,65,6,73,Riverside County,San Diego County,"14,594","8,888","5,706","23,482"
6,65,6,75,Riverside County,San Francisco County,600,431,169,"1,031"
6,65,6,77,Riverside County,San Joaquin County,213,125,88,338
6,65,6,79,Riverside County,San Luis Obispo County,395,354,41,749
6,65,6,81,Riverside County,San Mateo County,338,89,249,427
6,65,6,83,Riverside County,Santa Barbara County,554,564,-10,"1,118"
6,65,6,85,Riverside County,Santa Clara County,801,485,316,"1,286"
6,65,6,87,Riverside County,Santa Cruz County,76,149,-73,225
6,65,6,89,Riverside County,Shasta County,167,187,-20,354
6,65,6,91,Riverside County,Sierra County,10,0,10,10
6,65,6,93,Riverside County,Siskiyou County,50,12,38,62
6,65,6,95,Riverside County,Solano County,205,328,-123,533
6,65,6,97,Riverside County,Sonoma County,127,135,-8,262
6,65,6,99,Riverside County,Stanislaus County,289,393,-104,682
6,65,6,101,Riverside County,Sutter County,0,49,-49,49
6,65,6,103,Riverside County,Tehama County,25,0,25,25
6,65,6,105,Riverside County,Trinity County,25,5,20,30
6,65,6,107,Riverside County,Tulare County,172,174,-2,346
6,65,6,109,Riverside County,Tuolumne County,116,136,-20,252
6,65,6,111,Riverside County,Ventura County,923,721,202,"1,644"
6,65,6,113,Riverside County,Yolo County,95,385,-290,480
6,65,6,115,Riverside County,Yuba County,55,5,50,60
6,67,6,1,Sacramento County,Alameda County,"3,716","2,293","1,423","6,009"
6,67,6,5,Sacramento County,Amador County,276,431,-155,707
6,67,6,7,Sacramento County,Butte County,708,928,-220,"1,636"
6,67,6,9,Sacramento County,Calaveras County,220,132,88,352
6,67,6,11,Sacramento County,Colusa County,142,93,49,235
6,67,6,13,Sacramento County,Contra Costa County,"2,427","1,643",784,"4,070"
6,67,6,15,Sacramento County,Del Norte County,238,43,195,281
6,67,6,17,Sacramento County,El Dorado County,"2,932","3,115",-183,"6,047"
6,67,6,19,Sacramento County,Fresno County,972,"1,002",-30,"1,974"
6,67,6,21,Sacramento County,Glenn County,71,59,12,130
6,67,6,23,Sacramento County,Humboldt County,250,328,-78,578
6,67,6,25,Sacramento County,Imperial County,62,71,-9,133
6,67,6,27,Sacramento County,Inyo County,0,41,-41,41
6,67,6,29,Sacramento County,Kern County,679,773,-94,"1,452"
6,67,6,31,Sacramento County,Kings County,269,104,165,373
6,67,6,33,Sacramento County,Lake County,372,135,237,507
6,67,6,35,Sacramento County,Lassen County,407,238,169,645
6,67,6,37,Sacramento County,Los Angeles County,"3,808","1,898","1,910","5,706"
6,67,6,39,Sacramento County,Madera County,220,110,110,330
6,67,6,41,Sacramento County,Marin County,292,321,-29,613
6,67,6,43,Sacramento County,Mariposa County,48,3,45,51
6,67,6,45,Sacramento County,Mendocino County,110,108,2,218
6,67,6,47,Sacramento County,Merced County,625,520,105,"1,145"
6,67,6,49,Sacramento County,Modoc County,75,13,62,88
6,67,6,53,Sacramento County,Monterey County,612,343,269,955
6,67,6,55,Sacramento County,Napa County,244,471,-227,715
6,67,6,57,Sacramento County,Nevada County,407,148,259,555
6,67,6,59,Sacramento County,Orange County,"1,203",960,243,"2,163"
6,67,6,61,Sacramento County,Placer County,"6,461","7,269",-808,"13,730"
6,67,6,63,Sacramento County,Plumas County,16,6,10,22
6,67,6,65,Sacramento County,Riverside County,"1,640","1,240",400,"2,880"
6,67,6,69,Sacramento County,San Benito County,30,180,-150,210
6,67,6,71,Sacramento County,San Bernardino County,545,"1,437",-892,"1,982"
6,67,6,73,Sacramento County,San Diego County,"1,085",922,163,"2,007"
6,67,6,75,Sacramento County,San Francisco County,"1,623",939,684,"2,562"
6,67,6,77,Sacramento County,San Joaquin County,"3,087","3,066",21,"6,153"
6,67,6,79,Sacramento County,San Luis Obispo County,260,549,-289,809
6,67,6,81,Sacramento County,San Mateo County,"1,352","1,221",131,"2,573"
6,67,6,83,Sacramento County,Santa Barbara County,248,535,-287,783
6,67,6,85,Sacramento County,Santa Clara County,"3,011","1,171","1,840","4,182"
6,67,6,87,Sacramento County,Santa Cruz County,365,464,-99,829
6,67,6,89,Sacramento County,Shasta County,475,488,-13,963
6,67,6,91,Sacramento County,Sierra County,7,0,7,7
6,67,6,93,Sacramento County,Siskiyou County,189,119,70,308
6,67,6,95,Sacramento County,Solano County,"2,767","1,649","1,118","4,416"
6,67,6,97,Sacramento County,Sonoma County,"1,111","1,148",-37,"2,259"
6,67,6,99,Sacramento County,Stanislaus County,"1,120",822,298,"1,942"
6,67,6,101,Sacramento County,Sutter County,737,453,284,"1,190"
6,67,6,103,Sacramento County,Tehama County,251,70,181,321
6,67,6,105,Sacramento County,Trinity County,0,1,-1,1
6,67,6,107,Sacramento County,Tulare County,343,290,53,633
6,67,6,109,Sacramento County,Tuolumne County,136,128,8,264
6,67,6,111,Sacramento County,Ventura County,277,301,-24,578
6,67,6,113,Sacramento County,Yolo County,"5,175","3,784","1,391","8,959"
6,67,6,115,Sacramento County,Yuba County,410,567,-157,977
6,69,6,1,San Benito County,Alameda County,63,107,-44,170
6,69,6,5,San Benito County,Amador County,12,0,12,12
6,69,6,7,San Benito County,Butte County,13,89,-76,102
6,69,6,13,San Benito County,Contra Costa County,19,0,19,19
6,69,6,19,San Benito County,Fresno County,56,36,20,92
6,69,6,25,San Benito County,Imperial County,1,49,-48,50
6,69,6,29,San Benito County,Kern County,17,83,-66,100
6,69,6,37,San Benito County,Los Angeles County,66,25,41,91
6,69,6,47,San Benito County,Merced County,13,142,-129,155
6,69,6,53,San Benito County,Monterey County,70,278,-208,348
6,69,6,59,San Benito County,Orange County,9,58,-49,67
6,69,6,61,San Benito County,Placer County,4,17,-13,21
6,69,6,65,San Benito County,Riverside County,31,41,-10,72
6,69,6,67,San Benito County,Sacramento County,180,30,150,210
6,69,6,71,San Benito County,San Bernardino County,0,359,-359,359
6,69,6,73,San Benito County,San Diego County,0,54,-54,54
6,69,6,75,San Benito County,San Francisco County,7,72,-65,79
6,69,6,77,San Benito County,San Joaquin County,13,16,-3,29
6,69,6,79,San Benito County,San Luis Obispo County,0,35,-35,35
6,69,6,81,San Benito County,San Mateo County,12,0,12,12
6,69,6,85,San Benito County,Santa Clara County,"1,435",824,611,"2,259"
6,69,6,87,San Benito County,Santa Cruz County,172,180,-8,352
6,69,6,93,San Benito County,Siskiyou County,1,0,1,1
6,69,6,95,San Benito County,Solano County,5,0,5,5
6,69,6,97,San Benito County,Sonoma County,0,34,-34,34
6,69,6,99,San Benito County,Stanislaus County,112,12,100,124
6,69,6,103,San Benito County,Tehama County,34,0,34,34
6,69,6,107,San Benito County,Tulare County,2,0,2,2
6,69,6,111,San Benito County,Ventura County,0,8,-8,8
6,69,6,113,San Benito County,Yolo County,0,23,-23,23
6,71,6,1,San Bernardino County,Alameda County,243,432,-189,675
6,71,6,3,San Bernardino County,Alpine County,0,3,-3,3
6,71,6,5,San Bernardino County,Amador County,103,14,89,117
6,71,6,7,San Bernardino County,Butte County,265,173,92,438
6,71,6,9,San Bernardino County,Calaveras County,17,18,-1,35
6,71,6,13,San Bernardino County,Contra Costa County,145,175,-30,320
6,71,6,15,San Bernardino County,Del Norte County,18,18,0,36
6,71,6,17,San Bernardino County,El Dorado County,175,16,159,191
6,71,6,19,San Bernardino County,Fresno County,643,708,-65,"1,351"
6,71,6,21,San Bernardino County,Glenn County,0,109,-109,109
6,71,6,23,San Bernardino County,Humboldt County,106,118,-12,224
6,71,6,25,San Bernardino County,Imperial County,378,91,287,469
6,71,6,27,San Bernardino County,Inyo County,24,82,-58,106
6,71,6,29,San Bernardino County,Kern County,"1,659","2,445",-786,"4,104"
6,71,6,31,San Bernardino County,Kings County,541,312,229,853
6,71,6,33,San Bernardino County,Lake County,15,86,-71,101
6,71,6,35,San Bernardino County,Lassen County,81,259,-178,340
6,71,6,37,San Bernardino County,Los Angeles County,"37,618","18,478","19,140","56,096"
6,71,6,39,San Bernardino County,Madera County,"2,290",175,"2,115","2,465"
6,71,6,41,San Bernardino County,Marin County,165,29,136,194
6,71,6,43,San Bernardino County,Mariposa County,0,15,-15,15
6,71,6,45,San Bernardino County,Mendocino County,142,68,74,210
6,71,6,47,San Bernardino County,Merced County,240,280,-40,520
6,71,6,51,San Bernardino County,Mono County,0,5,-5,5
6,71,6,53,San Bernardino County,Monterey County,369,225,144,594
6,71,6,55,San Bernardino County,Napa County,184,81,103,265
6,71,6,57,San Bernardino County,Nevada County,0,1,-1,1
6,71,6,59,San Bernardino County,Orange County,"6,041","5,339",702,"11,380"
6,71,6,61,San Bernardino County,Placer County,110,145,-35,255
6,71,6,63,San Bernardino County,Plumas County,21,7,14,28
6,71,6,65,San Bernardino County,Riverside County,"19,100","20,442","-1,342","39,542"
6,71,6,67,San Bernardino County,Sacramento County,"1,437",545,892,"1,982"
6,71,6,69,San Bernardino County,San Benito County,359,0,359,359
6,71,6,73,San Bernardino County,San Diego County,"7,164","4,645","2,519","11,809"
6,71,6,75,San Bernardino County,San Francisco County,201,263,-62,464
6,71,6,77,San Bernardino County,San Joaquin County,547,120,427,667
6,71,6,79,San Bernardino County,San Luis Obispo County,291,300,-9,591
6,71,6,81,San Bernardino County,San Mateo County,114,298,-184,412
6,71,6,83,San Bernardino County,Santa Barbara County,212,836,-624,"1,048"
6,71,6,85,San Bernardino County,Santa Clara County,595,648,-53,"1,243"
6,71,6,87,San Bernardino County,Santa Cruz County,184,30,154,214
6,71,6,89,San Bernardino County,Shasta County,106,114,-8,220
6,71,6,93,San Bernardino County,Siskiyou County,11,22,-11,33
6,71,6,95,San Bernardino County,Solano County,118,202,-84,320
6,71,6,97,San Bernardino County,Sonoma County,191,228,-37,419
6,71,6,99,San Bernardino County,Stanislaus County,481,315,166,796
6,71,6,101,San Bernardino County,Sutter County,143,11,132,154
6,71,6,103,San Bernardino County,Tehama County,59,2,57,61
6,71,6,105,San Bernardino County,Trinity County,0,10,-10,10
6,71,6,107,San Bernardino County,Tulare County,27,544,-517,571
6,71,6,109,San Bernardino County,Tuolumne County,200,132,68,332
6,71,6,111,San Bernardino County,Ventura County,650,468,182,"1,118"
6,71,6,113,San Bernardino County,Yolo County,246,120,126,366
6,71,6,115,San Bernardino County,Yuba County,28,0,28,28
6,73,6,1,San Diego County,Alameda County,"1,305","2,040",-735,"3,345"
6,73,6,3,San Diego County,Alpine County,20,0,20,20
6,73,6,5,San Diego County,Amador County,41,69,-28,110
6,73,6,7,San Diego County,Butte County,265,707,-442,972
6,73,6,9,San Diego County,Calaveras County,50,5,45,55
6,73,6,13,San Diego County,Contra Costa County,705,"1,164",-459,"1,869"
6,73,6,15,San Diego County,Del Norte County,100,29,71,129
6,73,6,17,San Diego County,El Dorado County,189,97,92,286
6,73,6,19,San Diego County,Fresno County,550,692,-142,"1,242"
6,73,6,21,San Diego County,Glenn County,22,9,13,31
6,73,6,23,San Diego County,Humboldt County,120,477,-357,597
6,73,6,25,San Diego County,Imperial County,"1,110",970,140,"2,080"
6,73,6,27,San Diego County,Inyo County,32,86,-54,118
6,73,6,29,San Diego County,Kern County,"1,080","1,153",-73,"2,233"
6,73,6,31,San Diego County,Kings County,210,952,-742,"1,162"
6,73,6,33,San Diego County,Lake County,62,125,-63,187
6,73,6,35,San Diego County,Lassen County,50,26,24,76
6,73,6,37,San Diego County,Los Angeles County,"9,815","9,285",530,"19,100"
6,73,6,39,San Diego County,Madera County,79,202,-123,281
6,73,6,41,San Diego County,Marin County,217,208,9,425
6,73,6,43,San Diego County,Mariposa County,0,14,-14,14
6,73,6,45,San Diego County,Mendocino County,38,9,29,47
6,73,6,47,San Diego County,Merced County,142,317,-175,459
6,73,6,49,San Diego County,Modoc County,0,4,-4,4
6,73,6,51,San Diego County,Mono County,34,3,31,37
6,73,6,53,San Diego County,Monterey County,597,794,-197,"1,391"
6,73,6,55,San Diego County,Napa County,168,29,139,197
6,73,6,57,San Diego County,Nevada County,26,67,-41,93
6,73,6,59,San Diego County,Orange County,"6,319","6,556",-237,"12,875"
6,73,6,61,San Diego County,Placer County,493,265,228,758
6,73,6,63,San Diego County,Plumas County,18,40,-22,58
6,73,6,65,San Diego County,Riverside County,"8,888","14,594","-5,706","23,482"
6,73,6,67,San Diego County,Sacramento County,922,"1,085",-163,"2,007"
6,73,6,69,San Diego County,San Benito County,54,0,54,54
6,73,6,71,San Diego County,San Bernardino County,"4,645","7,164","-2,519","11,809"
6,73,6,75,San Diego County,San Francisco County,948,"2,356","-1,408","3,304"
6,73,6,77,San Diego County,San Joaquin County,654,"1,323",-669,"1,977"
6,73,6,79,San Diego County,San Luis Obispo County,719,"1,038",-319,"1,757"
6,73,6,81,San Diego County,San Mateo County,885,"1,274",-389,"2,159"
6,73,6,83,San Diego County,Santa Barbara County,886,"1,574",-688,"2,460"
6,73,6,85,San Diego County,Santa Clara County,"2,222","2,519",-297,"4,741"
6,73,6,87,San Diego County,Santa Cruz County,290,666,-376,956
6,73,6,89,San Diego County,Shasta County,168,332,-164,500
6,73,6,93,San Diego County,Siskiyou County,2,74,-72,76
6,73,6,95,San Diego County,Solano County,213,419,-206,632
6,73,6,97,San Diego County,Sonoma County,329,594,-265,923
6,73,6,99,San Diego County,Stanislaus County,365,125,240,490
6,73,6,101,San Diego County,Sutter County,16,69,-53,85
6,73,6,103,San Diego County,Tehama County,30,63,-33,93
6,73,6,105,San Diego County,Trinity County,0,14,-14,14
6,73,6,107,San Diego County,Tulare County,172,176,-4,348
6,73,6,109,San Diego County,Tuolumne County,48,196,-148,244
6,73,6,111,San Diego County,Ventura County,"1,230","1,357",-127,"2,587"
6,73,6,113,San Diego County,Yolo County,309,719,-410,"1,028"
6,73,6,115,San Diego County,Yuba County,25,120,-95,145
6,75,6,1,San Francisco County,Alameda County,"5,204","10,658","-5,454","15,862"
6,75,6,3,San Francisco County,Alpine County,0,2,-2,2
6,75,6,5,San Francisco County,Amador County,25,2,23,27
6,75,6,7,San Francisco County,Butte County,92,55,37,147
6,75,6,9,San Francisco County,Calaveras County,0,30,-30,30
6,75,6,11,San Francisco County,Colusa County,53,0,53,53
6,75,6,13,San Francisco County,Contra Costa County,"1,821","4,714","-2,893","6,535"
6,75,6,17,San Francisco County,El Dorado County,188,42,146,230
6,75,6,19,San Francisco County,Fresno County,139,95,44,234
6,75,6,21,San Francisco County,Glenn County,11,0,11,11
6,75,6,23,San Francisco County,Humboldt County,38,67,-29,105
6,75,6,29,San Francisco County,Kern County,159,115,44,274
6,75,6,31,San Francisco County,Kings County,40,15,25,55
6,75,6,33,San Francisco County,Lake County,35,25,10,60
6,75,6,35,San Francisco County,Lassen County,7,8,-1,15
6,75,6,37,San Francisco County,Los Angeles County,"3,981","3,861",120,"7,842"
6,75,6,39,San Francisco County,Madera County,35,44,-9,79
6,75,6,41,San Francisco County,Marin County,"1,280","2,797","-1,517","4,077"
6,75,6,43,San Francisco County,Mariposa County,28,0,28,28
6,75,6,45,San Francisco County,Mendocino County,79,54,25,133
6,75,6,47,San Francisco County,Merced County,63,173,-110,236
6,75,6,53,San Francisco County,Monterey County,144,322,-178,466
6,75,6,55,San Francisco County,Napa County,34,240,-206,274
6,75,6,57,San Francisco County,Nevada County,26,101,-75,127
6,75,6,59,San Francisco County,Orange County,"1,106",970,136,"2,076"
6,75,6,61,San Francisco County,Placer County,223,310,-87,533
6,75,6,65,San Francisco County,Riverside County,431,600,-169,"1,031"
6,75,6,67,San Francisco County,Sacramento County,939,"1,623",-684,"2,562"
6,75,6,69,San Francisco County,San Benito County,72,7,65,79
6,75,6,71,San Francisco County,San Bernardino County,263,201,62,464
6,75,6,73,San Francisco County,San Diego County,"2,356",948,"1,408","3,304"
6,75,6,77,San Francisco County,San Joaquin County,355,"1,241",-886,"1,596"
6,75,6,79,San Francisco County,San Luis Obispo County,211,199,12,410
6,75,6,81,San Francisco County,San Mateo County,"4,609","8,677","-4,068","13,286"
6,75,6,83,San Francisco County,Santa Barbara County,245,461,-216,706
6,75,6,85,San Francisco County,Santa Clara County,"5,103","3,186","1,917","8,289"
6,75,6,87,San Francisco County,Santa Cruz County,490,476,14,966
6,75,6,89,San Francisco County,Shasta County,42,0,42,42
6,75,6,91,San Francisco County,Sierra County,0,26,-26,26
6,75,6,93,San Francisco County,Siskiyou County,0,14,-14,14
6,75,6,95,San Francisco County,Solano County,604,"1,007",-403,"1,611"
6,75,6,97,San Francisco County,Sonoma County,746,"1,235",-489,"1,981"
6,75,6,99,San Francisco County,Stanislaus County,250,141,109,391
6,75,6,101,San Francisco County,Sutter County,53,43,10,96
6,75,6,105,San Francisco County,Trinity County,0,5,-5,5
6,75,6,107,San Francisco County,Tulare County,53,46,7,99
6,75,6,109,San Francisco County,Tuolumne County,1,49,-48,50
6,75,6,111,San Francisco County,Ventura County,268,139,129,407
6,75,6,113,San Francisco County,Yolo County,474,453,21,927
6,75,6,115,San Francisco County,Yuba County,20,32,-12,52
6,77,6,1,San Joaquin County,Alameda County,"6,597","2,184","4,413","8,781"
6,77,6,5,San Joaquin County,Amador County,167,296,-129,463
6,77,6,7,San Joaquin County,Butte County,202,181,21,383
6,77,6,9,San Joaquin County,Calaveras County,354,243,111,597
6,77,6,11,San Joaquin County,Colusa County,30,0,30,30
6,77,6,13,San Joaquin County,Contra Costa County,"2,010",699,"1,311","2,709"
6,77,6,15,San Joaquin County,Del Norte County,25,308,-283,333
6,77,6,17,San Joaquin County,El Dorado County,94,474,-380,568
6,77,6,19,San Joaquin County,Fresno County,510,618,-108,"1,128"
6,77,6,21,San Joaquin County,Glenn County,10,0,10,10
6,77,6,23,San Joaquin County,Humboldt County,108,76,32,184
6,77,6,25,San Joaquin County,Imperial County,18,122,-104,140
6,77,6,27,San Joaquin County,Inyo County,15,5,10,20
6,77,6,29,San Joaquin County,Kern County,333,216,117,549
6,77,6,31,San Joaquin County,Kings County,71,230,-159,301
6,77,6,33,San Joaquin County,Lake County,47,71,-24,118
6,77,6,35,San Joaquin County,Lassen County,35,500,-465,535
6,77,6,37,San Joaquin County,Los Angeles County,912,393,519,"1,305"
6,77,6,39,San Joaquin County,Madera County,59,185,-126,244
6,77,6,41,San Joaquin County,Marin County,33,92,-59,125
6,77,6,43,San Joaquin County,Mariposa County,16,20,-4,36
6,77,6,45,San Joaquin County,Mendocino County,8,27,-19,35
6,77,6,47,San Joaquin County,Merced County,393,393,0,786
6,77,6,49,San Joaquin County,Modoc County,11,4,7,15
6,77,6,53,San Joaquin County,Monterey County,211,165,46,376
6,77,6,55,San Joaquin County,Napa County,101,13,88,114
6,77,6,57,San Joaquin County,Nevada County,17,4,13,21
6,77,6,59,San Joaquin County,Orange County,250,295,-45,545
6,77,6,61,San Joaquin County,Placer County,79,151,-72,230
6,77,6,65,San Joaquin County,Riverside County,125,213,-88,338
6,77,6,67,San Joaquin County,Sacramento County,"3,066","3,087",-21,"6,153"
6,77,6,69,San Joaquin County,San Benito County,16,13,3,29
6,77,6,71,San Joaquin County,San Bernardino County,120,547,-427,667
6,77,6,73,San Joaquin County,San Diego County,"1,323",654,669,"1,977"
6,77,6,75,San Joaquin County,San Francisco County,"1,241",355,886,"1,596"
6,77,6,79,San Joaquin County,San Luis Obispo County,74,686,-612,760
6,77,6,81,San Joaquin County,San Mateo County,861,350,511,"1,211"
6,77,6,83,San Joaquin County,Santa Barbara County,80,140,-60,220
6,77,6,85,San Joaquin County,Santa Clara County,"3,295","1,725","1,570","5,020"
6,77,6,87,San Joaquin County,Santa Cruz County,80,169,-89,249
6,77,6,89,San Joaquin County,Shasta County,136,65,71,201
6,77,6,91,San Joaquin County,Sierra County,0,1,-1,1
6,77,6,93,San Joaquin County,Siskiyou County,56,40,16,96
6,77,6,95,San Joaquin County,Solano County,637,488,149,"1,125"
6,77,6,97,San Joaquin County,Sonoma County,132,235,-103,367
6,77,6,99,San Joaquin County,Stanislaus County,"2,765","3,504",-739,"6,269"
6,77,6,101,San Joaquin County,Sutter County,119,74,45,193
6,77,6,103,San Joaquin County,Tehama County,24,45,-21,69
6,77,6,105,San Joaquin County,Trinity County,30,0,30,30
6,77,6,107,San Joaquin County,Tulare County,462,65,397,527
6,77,6,109,San Joaquin County,Tuolumne County,301,160,141,461
6,77,6,111,San Joaquin County,Ventura County,231,54,177,285
6,77,6,113,San Joaquin County,Yolo County,265,314,-49,579
6,77,6,115,San Joaquin County,Yuba County,86,106,-20,192
6,79,6,1,San Luis Obispo County,Alameda County,431,386,45,817
6,79,6,5,San Luis Obispo County,Amador County,123,39,84,162
6,79,6,7,San Luis Obispo County,Butte County,175,71,104,246
6,79,6,9,San Luis Obispo County,Calaveras County,0,9,-9,9
6,79,6,11,San Luis Obispo County,Colusa County,24,0,24,24
6,79,6,13,San Luis Obispo County,Contra Costa County,427,162,265,589
6,79,6,15,San Luis Obispo County,Del Norte County,45,0,45,45
6,79,6,17,San Luis Obispo County,El Dorado County,45,119,-74,164
6,79,6,19,San Luis Obispo County,Fresno County,836,454,382,"1,290"
6,79,6,21,San Luis Obispo County,Glenn County,0,3,-3,3
6,79,6,23,San Luis Obispo County,Humboldt County,53,6,47,59
6,79,6,25,San Luis Obispo County,Imperial County,69,0,69,69
6,79,6,27,San Luis Obispo County,Inyo County,45,55,-10,100
6,79,6,29,San Luis Obispo County,Kern County,845,199,646,"1,044"
6,79,6,31,San Luis Obispo County,Kings County,203,186,17,389
6,79,6,33,San Luis Obispo County,Lake County,20,0,20,20
6,79,6,35,San Luis Obispo County,Lassen County,26,11,15,37
6,79,6,37,San Luis Obispo County,Los Angeles County,"1,858","1,149",709,"3,007"
6,79,6,39,San Luis Obispo County,Madera County,65,29,36,94
6,79,6,41,San Luis Obispo County,Marin County,149,108,41,257
6,79,6,45,San Luis Obispo County,Mendocino County,87,28,59,115
6,79,6,47,San Luis Obispo County,Merced County,52,42,10,94
6,79,6,49,San Luis Obispo County,Modoc County,0,4,-4,4
6,79,6,53,San Luis Obispo County,Monterey County,563,363,200,926
6,79,6,55,San Luis Obispo County,Napa County,93,33,60,126
6,79,6,57,San Luis Obispo County,Nevada County,43,11,32,54
6,79,6,59,San Luis Obispo County,Orange County,"1,328",260,"1,068","1,588"
6,79,6,61,San Luis Obispo County,Placer County,191,14,177,205
6,79,6,63,San Luis Obispo County,Plumas County,17,16,1,33
6,79,6,65,San Luis Obispo County,Riverside County,354,395,-41,749
6,79,6,67,San Luis Obispo County,Sacramento County,549,260,289,809
6,79,6,69,San Luis Obispo County,San Benito County,35,0,35,35
6,79,6,71,San Luis Obispo County,San Bernardino County,300,291,9,591
6,79,6,73,San Luis Obispo County,San Diego County,"1,038",719,319,"1,757"
6,79,6,75,San Luis Obispo County,San Francisco County,199,211,-12,410
6,79,6,77,San Luis Obispo County,San Joaquin County,686,74,612,760
6,79,6,81,San Luis Obispo County,San Mateo County,131,419,-288,550
6,79,6,83,San Luis Obispo County,Santa Barbara County,"1,821","1,653",168,"3,474"
6,79,6,85,San Luis Obispo County,Santa Clara County,861,574,287,"1,435"
6,79,6,87,San Luis Obispo County,Santa Cruz County,431,133,298,564
6,79,6,89,San Luis Obispo County,Shasta County,100,90,10,190
6,79,6,93,San Luis Obispo County,Siskiyou County,5,18,-13,23
6,79,6,95,San Luis Obispo County,Solano County,96,232,-136,328
6,79,6,97,San Luis Obispo County,Sonoma County,74,104,-30,178
6,79,6,99,San Luis Obispo County,Stanislaus County,99,45,54,144
6,79,6,101,San Luis Obispo County,Sutter County,13,87,-74,100
6,79,6,103,San Luis Obispo County,Tehama County,0,15,-15,15
6,79,6,107,San Luis Obispo County,Tulare County,151,136,15,287
6,79,6,109,San Luis Obispo County,Tuolumne County,31,84,-53,115
6,79,6,111,San Luis Obispo County,Ventura County,346,261,85,607
6,79,6,113,San Luis Obispo County,Yolo County,139,238,-99,377
6,79,6,115,San Luis Obispo County,Yuba County,8,98,-90,106
6,81,6,1,San Mateo County,Alameda County,"3,231","5,026","-1,795","8,257"
6,81,6,3,San Mateo County,Alpine County,0,5,-5,5
6,81,6,5,San Mateo County,Amador County,43,37,6,80
6,81,6,7,San Mateo County,Butte County,115,334,-219,449
6,81,6,9,San Mateo County,Calaveras County,4,0,4,4
6,81,6,13,San Mateo County,Contra Costa County,"1,477","3,021","-1,544","4,498"
6,81,6,15,San Mateo County,Del Norte County,0,4,-4,4
6,81,6,17,San Mateo County,El Dorado County,144,196,-52,340
6,81,6,19,San Mateo County,Fresno County,227,268,-41,495
6,81,6,21,San Mateo County,Glenn County,0,4,-4,4
6,81,6,23,San Mateo County,Humboldt County,38,160,-122,198
6,81,6,25,San Mateo County,Imperial County,8,0,8,8
6,81,6,27,San Mateo County,Inyo County,23,7,16,30
6,81,6,29,San Mateo County,Kern County,11,149,-138,160
6,81,6,31,San Mateo County,Kings County,0,81,-81,81
6,81,6,33,San Mateo County,Lake County,81,81,0,162
6,81,6,35,San Mateo County,Lassen County,11,24,-13,35
6,81,6,37,San Mateo County,Los Angeles County,"1,667","1,332",335,"2,999"
6,81,6,39,San Mateo County,Madera County,7,11,-4,18
6,81,6,41,San Mateo County,Marin County,301,667,-366,968
6,81,6,43,San Mateo County,Mariposa County,0,7,-7,7
6,81,6,45,San Mateo County,Mendocino County,0,9,-9,9
6,81,6,47,San Mateo County,Merced County,92,69,23,161
6,81,6,53,San Mateo County,Monterey County,144,200,-56,344
6,81,6,55,San Mateo County,Napa County,103,239,-136,342
6,81,6,57,San Mateo County,Nevada County,66,240,-174,306
6,81,6,59,San Mateo County,Orange County,515,812,-297,"1,327"
6,81,6,61,San Mateo County,Placer County,106,618,-512,724
6,81,6,63,San Mateo County,Plumas County,0,41,-41,41
6,81,6,65,San Mateo County,Riverside County,89,338,-249,427
6,81,6,67,San Mateo County,Sacramento County,"1,221","1,352",-131,"2,573"
6,81,6,69,San Mateo County,San Benito County,0,12,-12,12
6,81,6,71,San Mateo County,San Bernardino County,298,114,184,412
6,81,6,73,San Mateo County,San Diego County,"1,274",885,389,"2,159"
6,81,6,75,San Mateo County,San Francisco County,"8,677","4,609","4,068","13,286"
6,81,6,77,San Mateo County,San Joaquin County,350,861,-511,"1,211"
6,81,6,79,San Mateo County,San Luis Obispo County,419,131,288,550
6,81,6,83,San Mateo County,Santa Barbara County,116,"1,211","-1,095","1,327"
6,81,6,85,San Mateo County,Santa Clara County,"7,361","6,646",715,"14,007"
6,81,6,87,San Mateo County,Santa Cruz County,142,633,-491,775
6,81,6,89,San Mateo County,Shasta County,9,81,-72,90
6,81,6,93,San Mateo County,Siskiyou County,0,29,-29,29
6,81,6,95,San Mateo County,Solano County,227,911,-684,"1,138"
6,81,6,97,San Mateo County,Sonoma County,218,770,-552,988
6,81,6,99,San Mateo County,Stanislaus County,60,472,-412,532
6,81,6,101,San Mateo County,Sutter County,0,94,-94,94
6,81,6,103,San Mateo County,Tehama County,41,0,41,41
6,81,6,107,San Mateo County,Tulare County,14,83,-69,97
6,81,6,109,San Mateo County,Tuolumne County,5,32,-27,37
6,81,6,111,San Mateo County,Ventura County,253,137,116,390
6,81,6,113,San Mateo County,Yolo County,284,491,-207,775
6,81,6,115,San Mateo County,Yuba County,0,25,-25,25
6,83,6,1,Santa Barbara County,Alameda County,678,498,180,"1,176"
6,83,6,5,Santa Barbara County,Amador County,0,5,-5,5
6,83,6,7,Santa Barbara County,Butte County,35,170,-135,205
6,83,6,9,Santa Barbara County,Calaveras County,23,51,-28,74
6,83,6,13,Santa Barbara County,Contra Costa County,618,353,265,971
