State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,county-a,county-b,flow-from-b-to-a,flow-from-a-to-b,net-flow-from-b-to-a,gross-migration
6,43,6,25,Mariposa County,Imperial County,69,0,69,69
6,43,6,27,Mariposa County,Inyo County,8,0,8,8
6,43,6,29,Mariposa County,Kern County,0,7,-7,7
6,43,6,35,Mariposa County,Lassen County,24,22,2,46
6,43,6,37,Mariposa County,Los Angeles County,80,15,65,95
6,43,6,39,Mariposa County,Madera County,18,31,-13,49
6,43,6,45,Mariposa County,Mendocino County,0,32,-32,32
6,43,6,47,Mariposa County,Merced County,100,186,-86,286
6,43,6,53,Mariposa County,Monterey County,3,27,-24,30
6,43,6,57,Mariposa County,Nevada County,21,0,21,21
6,43,6,59,Mariposa County,Orange County,15,0,15,15
6,43,6,61,Mariposa County,Placer County,6,0,6,6
6,43,6,65,Mariposa County,Riverside County,1,4,-3,5
6,43,6,67,Mariposa County,Sacramento County,3,48,-45,51
6,43,6,71,Mariposa County,San Bernardino County,15,0,15,15
6,43,6,73,Mariposa County,San Diego County,14,0,14,14
6,43,6,75,Mariposa County,San Francisco County,0,28,-28,28
6,43,6,77,Mariposa County,San Joaquin County,20,16,4,36
6,43,6,81,Mariposa County,San Mateo County,7,0,7,7
6,43,6,87,Mariposa County,Santa Cruz County,17,15,2,32
6,43,6,89,Mariposa County,Shasta County,0,7,-7,7
6,43,6,95,Mariposa County,Solano County,4,0,4,4
6,43,6,99,Mariposa County,Stanislaus County,24,55,-31,79
6,43,6,101,Mariposa County,Sutter County,0,5,-5,5
6,43,6,103,Mariposa County,Tehama County,36,0,36,36
6,43,6,109,Mariposa County,Tuolumne County,35,28,7,63
6,43,6,113,Mariposa County,Yolo County,10,26,-16,36
6,45,6,1,Mendocino County,Alameda County,145,191,-46,336
6,45,6,5,Mendocino County,Amador County,50,0,50,50
6,45,6,7,Mendocino County,Butte County,96,62,34,158
6,45,6,9,Mendocino County,Calaveras County,34,0,34,34
6,45,6,11,Mendocino County,Colusa County,150,0,150,150
6,45,6,13,Mendocino County,Contra Costa County,5,107,-102,112
6,45,6,15,Mendocino County,Del Norte County,0,9,-9,9
6,45,6,17,Mendocino County,El Dorado County,95,27,68,122
6,45,6,19,Mendocino County,Fresno County,2,15,-13,17
6,45,6,21,Mendocino County,Glenn County,6,0,6,6
6,45,6,23,Mendocino County,Humboldt County,221,177,44,398
6,45,6,31,Mendocino County,Kings County,4,1,3,5
6,45,6,33,Mendocino County,Lake County,333,509,-176,842
6,45,6,35,Mendocino County,Lassen County,85,8,77,93
6,45,6,37,Mendocino County,Los Angeles County,98,30,68,128
6,45,6,39,Mendocino County,Madera County,8,0,8,8
6,45,6,41,Mendocino County,Marin County,21,179,-158,200
6,45,6,43,Mendocino County,Mariposa County,32,0,32,32
6,45,6,47,Mendocino County,Merced County,0,13,-13,13
6,45,6,49,Mendocino County,Modoc County,0,45,-45,45
6,45,6,51,Mendocino County,Mono County,0,95,-95,95
6,45,6,53,Mendocino County,Monterey County,40,20,20,60
6,45,6,55,Mendocino County,Napa County,67,0,67,67
6,45,6,57,Mendocino County,Nevada County,0,47,-47,47
6,45,6,59,Mendocino County,Orange County,0,28,-28,28
6,45,6,61,Mendocino County,Placer County,62,49,13,111
6,45,6,63,Mendocino County,Plumas County,3,0,3,3
6,45,6,65,Mendocino County,Riverside County,77,55,22,132
6,45,6,67,Mendocino County,Sacramento County,108,110,-2,218
6,45,6,71,Mendocino County,San Bernardino County,68,142,-74,210
6,45,6,73,Mendocino County,San Diego County,9,38,-29,47
6,45,6,75,Mendocino County,San Francisco County,54,79,-25,133
6,45,6,77,Mendocino County,San Joaquin County,27,8,19,35
6,45,6,79,Mendocino County,San Luis Obispo County,28,87,-59,115
6,45,6,81,Mendocino County,San Mateo County,9,0,9,9
6,45,6,83,Mendocino County,Santa Barbara County,129,32,97,161
6,45,6,85,Mendocino County,Santa Clara County,44,6,38,50
6,45,6,87,Mendocino County,Santa Cruz County,38,46,-8,84
6,45,6,89,Mendocino County,Shasta County,30,10,20,40
6,45,6,93,Mendocino County,Siskiyou County,22,26,-4,48
6,45,6,95,Mendocino County,Solano County,52,24,28,76
6,45,6,97,Mendocino County,Sonoma County,593,455,138,"1,048"
6,45,6,99,Mendocino County,Stanislaus County,11,147,-136,158
6,45,6,101,Mendocino County,Sutter County,30,0,30,30
6,45,6,103,Mendocino County,Tehama County,7,7,0,14
6,45,6,105,Mendocino County,Trinity County,6,0,6,6
6,45,6,107,Mendocino County,Tulare County,0,23,-23,23
6,45,6,109,Mendocino County,Tuolumne County,13,134,-121,147
6,45,6,111,Mendocino County,Ventura County,8,0,8,8
6,45,6,113,Mendocino County,Yolo County,0,27,-27,27
6,47,6,1,Merced County,Alameda County,848,175,673,"1,023"
6,47,6,5,Merced County,Amador County,0,12,-12,12
6,47,6,7,Merced County,Butte County,38,143,-105,181
6,47,6,9,Merced County,Calaveras County,13,9,4,22
6,47,6,13,Merced County,Contra Costa County,105,68,37,173
6,47,6,15,Merced County,Del Norte County,0,22,-22,22
6,47,6,17,Merced County,El Dorado County,0,32,-32,32
6,47,6,19,Merced County,Fresno County,691,870,-179,"1,561"
6,47,6,21,Merced County,Glenn County,7,11,-4,18
6,47,6,23,Merced County,Humboldt County,5,24,-19,29
6,47,6,25,Merced County,Imperial County,2,63,-61,65
6,47,6,29,Merced County,Kern County,96,355,-259,451
6,47,6,31,Merced County,Kings County,8,38,-30,46
6,47,6,33,Merced County,Lake County,145,0,145,145
6,47,6,35,Merced County,Lassen County,31,13,18,44
6,47,6,37,Merced County,Los Angeles County,"1,266",378,888,"1,644"
6,47,6,39,Merced County,Madera County,664,461,203,"1,125"
6,47,6,41,Merced County,Marin County,457,277,180,734
6,47,6,43,Merced County,Mariposa County,186,100,86,286
6,47,6,45,Merced County,Mendocino County,13,0,13,13
6,47,6,53,Merced County,Monterey County,412,634,-222,"1,046"
6,47,6,55,Merced County,Napa County,11,63,-52,74
6,47,6,59,Merced County,Orange County,90,190,-100,280
6,47,6,61,Merced County,Placer County,0,86,-86,86
6,47,6,65,Merced County,Riverside County,309,115,194,424
6,47,6,67,Merced County,Sacramento County,520,625,-105,"1,145"
6,47,6,69,Merced County,San Benito County,142,13,129,155
6,47,6,71,Merced County,San Bernardino County,280,240,40,520
6,47,6,73,Merced County,San Diego County,317,142,175,459
6,47,6,75,Merced County,San Francisco County,173,63,110,236
6,47,6,77,Merced County,San Joaquin County,393,393,0,786
6,47,6,79,Merced County,San Luis Obispo County,42,52,-10,94
6,47,6,81,Merced County,San Mateo County,69,92,-23,161
6,47,6,83,Merced County,Santa Barbara County,111,113,-2,224
6,47,6,85,Merced County,Santa Clara County,"1,560",680,880,"2,240"
6,47,6,87,Merced County,Santa Cruz County,73,73,0,146
6,47,6,89,Merced County,Shasta County,26,1,25,27
6,47,6,95,Merced County,Solano County,34,44,-10,78
6,47,6,97,Merced County,Sonoma County,78,105,-27,183
6,47,6,99,Merced County,Stanislaus County,"2,344","1,940",404,"4,284"
6,47,6,101,Merced County,Sutter County,2,0,2,2
6,47,6,103,Merced County,Tehama County,0,2,-2,2
6,47,6,107,Merced County,Tulare County,56,142,-86,198
6,47,6,109,Merced County,Tuolumne County,132,53,79,185
6,47,6,111,Merced County,Ventura County,44,72,-28,116
6,47,6,113,Merced County,Yolo County,30,57,-27,87
6,47,6,115,Merced County,Yuba County,4,0,4,4
6,49,6,7,Modoc County,Butte County,0,30,-30,30
6,49,6,15,Modoc County,Del Norte County,4,0,4,4
6,49,6,19,Modoc County,Fresno County,0,126,-126,126
6,49,6,23,Modoc County,Humboldt County,0,15,-15,15
6,49,6,25,Modoc County,Imperial County,5,0,5,5
6,49,6,29,Modoc County,Kern County,27,0,27,27
6,49,6,31,Modoc County,Kings County,4,0,4,4
6,49,6,33,Modoc County,Lake County,0,86,-86,86
6,49,6,35,Modoc County,Lassen County,35,5,30,40
6,49,6,37,Modoc County,Los Angeles County,24,0,24,24
6,49,6,45,Modoc County,Mendocino County,45,0,45,45
6,49,6,53,Modoc County,Monterey County,26,0,26,26
6,49,6,57,Modoc County,Nevada County,0,18,-18,18
6,49,6,61,Modoc County,Placer County,154,0,154,154
6,49,6,65,Modoc County,Riverside County,17,0,17,17
6,49,6,67,Modoc County,Sacramento County,13,75,-62,88
6,49,6,73,Modoc County,San Diego County,4,0,4,4
6,49,6,77,Modoc County,San Joaquin County,4,11,-7,15
6,49,6,79,Modoc County,San Luis Obispo County,4,0,4,4
6,49,6,85,Modoc County,Santa Clara County,10,0,10,10
6,49,6,87,Modoc County,Santa Cruz County,5,0,5,5
6,49,6,89,Modoc County,Shasta County,45,20,25,65
6,49,6,93,Modoc County,Siskiyou County,0,45,-45,45
6,49,6,95,Modoc County,Solano County,0,10,-10,10
6,49,6,97,Modoc County,Sonoma County,7,24,-17,31
6,49,6,103,Modoc County,Tehama County,4,12,-8,16
6,49,6,113,Modoc County,Yolo County,0,105,-105,105
6,49,6,115,Modoc County,Yuba County,23,0,23,23
6,51,6,1,Mono County,Alameda County,60,0,60,60
6,51,6,19,Mono County,Fresno County,1,0,1,1
6,51,6,27,Mono County,Inyo County,19,111,-92,130
6,51,6,29,Mono County,Kern County,0,6,-6,6
6,51,6,33,Mono County,Lake County,0,16,-16,16
6,51,6,37,Mono County,Los Angeles County,60,93,-33,153
6,51,6,45,Mono County,Mendocino County,95,0,95,95
6,51,6,59,Mono County,Orange County,75,0,75,75
6,51,6,65,Mono County,Riverside County,14,0,14,14
6,51,6,71,Mono County,San Bernardino County,5,0,5,5
6,51,6,73,Mono County,San Diego County,3,34,-31,37
6,51,6,83,Mono County,Santa Barbara County,14,0,14,14
6,51,6,93,Mono County,Siskiyou County,0,3,-3,3
6,51,6,99,Mono County,Stanislaus County,1,0,1,1
6,51,6,111,Mono County,Ventura County,1,0,1,1
6,51,6,115,Mono County,Yuba County,105,0,105,105
6,53,6,1,Monterey County,Alameda County,527,516,11,"1,043"
6,53,6,3,Monterey County,Alpine County,0,3,-3,3
6,53,6,5,Monterey County,Amador County,21,78,-57,99
6,53,6,7,Monterey County,Butte County,43,45,-2,88
6,53,6,9,Monterey County,Calaveras County,9,0,9,9
6,53,6,11,Monterey County,Colusa County,7,0,7,7
6,53,6,13,Monterey County,Contra Costa County,170,88,82,258
6,53,6,15,Monterey County,Del Norte County,51,3,48,54
6,53,6,17,Monterey County,El Dorado County,51,175,-124,226
6,53,6,19,Monterey County,Fresno County,653,810,-157,"1,463"
6,53,6,23,Monterey County,Humboldt County,18,0,18,18
6,53,6,25,Monterey County,Imperial County,51,207,-156,258
6,53,6,29,Monterey County,Kern County,447,420,27,867
6,53,6,31,Monterey County,Kings County,271,620,-349,891
6,53,6,33,Monterey County,Lake County,170,73,97,243
6,53,6,35,Monterey County,Lassen County,32,199,-167,231
6,53,6,37,Monterey County,Los Angeles County,"1,282",865,417,"2,147"
6,53,6,39,Monterey County,Madera County,189,257,-68,446
6,53,6,41,Monterey County,Marin County,338,144,194,482
6,53,6,43,Monterey County,Mariposa County,27,3,24,30
6,53,6,45,Monterey County,Mendocino County,20,40,-20,60
6,53,6,47,Monterey County,Merced County,634,412,222,"1,046"
6,53,6,49,Monterey County,Modoc County,0,26,-26,26
6,53,6,55,Monterey County,Napa County,16,381,-365,397
6,53,6,57,Monterey County,Nevada County,27,97,-70,124
6,53,6,59,Monterey County,Orange County,343,253,90,596
6,53,6,61,Monterey County,Placer County,66,226,-160,292
6,53,6,65,Monterey County,Riverside County,899,345,554,"1,244"
6,53,6,67,Monterey County,Sacramento County,343,612,-269,955
6,53,6,69,Monterey County,San Benito County,278,70,208,348
6,53,6,71,Monterey County,San Bernardino County,225,369,-144,594
6,53,6,73,Monterey County,San Diego County,794,597,197,"1,391"
6,53,6,75,Monterey County,San Francisco County,322,144,178,466
6,53,6,77,Monterey County,San Joaquin County,165,211,-46,376
6,53,6,79,Monterey County,San Luis Obispo County,363,563,-200,926
6,53,6,81,Monterey County,San Mateo County,200,144,56,344
6,53,6,83,Monterey County,Santa Barbara County,123,75,48,198
6,53,6,85,Monterey County,Santa Clara County,"1,225","1,516",-291,"2,741"
6,53,6,87,Monterey County,Santa Cruz County,"1,720",822,898,"2,542"
6,53,6,89,Monterey County,Shasta County,70,67,3,137
6,53,6,95,Monterey County,Solano County,172,217,-45,389
6,53,6,97,Monterey County,Sonoma County,111,55,56,166
6,53,6,99,Monterey County,Stanislaus County,248,312,-64,560
6,53,6,101,Monterey County,Sutter County,10,0,10,10
6,53,6,103,Monterey County,Tehama County,0,193,-193,193
6,53,6,105,Monterey County,Trinity County,0,5,-5,5
6,53,6,107,Monterey County,Tulare County,393,151,242,544
6,53,6,109,Monterey County,Tuolumne County,78,65,13,143
6,53,6,111,Monterey County,Ventura County,433,419,14,852
6,53,6,113,Monterey County,Yolo County,334,121,213,455
6,55,6,1,Napa County,Alameda County,134,265,-131,399
6,55,6,7,Napa County,Butte County,87,24,63,111
6,55,6,9,Napa County,Calaveras County,0,21,-21,21
6,55,6,13,Napa County,Contra Costa County,151,184,-33,335
6,55,6,17,Napa County,El Dorado County,4,112,-108,116
6,55,6,19,Napa County,Fresno County,75,64,11,139
6,55,6,29,Napa County,Kern County,0,9,-9,9
6,55,6,31,Napa County,Kings County,7,10,-3,17
6,55,6,33,Napa County,Lake County,70,246,-176,316
6,55,6,35,Napa County,Lassen County,0,44,-44,44
6,55,6,37,Napa County,Los Angeles County,276,153,123,429
6,55,6,39,Napa County,Madera County,54,0,54,54
6,55,6,41,Napa County,Marin County,329,124,205,453
6,55,6,45,Napa County,Mendocino County,0,67,-67,67
6,55,6,47,Napa County,Merced County,63,11,52,74
6,55,6,53,Napa County,Monterey County,381,16,365,397
6,55,6,59,Napa County,Orange County,18,410,-392,428
6,55,6,61,Napa County,Placer County,13,213,-200,226
6,55,6,65,Napa County,Riverside County,174,104,70,278
6,55,6,67,Napa County,Sacramento County,471,244,227,715
6,55,6,71,Napa County,San Bernardino County,81,184,-103,265
6,55,6,73,Napa County,San Diego County,29,168,-139,197
6,55,6,75,Napa County,San Francisco County,240,34,206,274
6,55,6,77,Napa County,San Joaquin County,13,101,-88,114
6,55,6,79,Napa County,San Luis Obispo County,33,93,-60,126
6,55,6,81,Napa County,San Mateo County,239,103,136,342
6,55,6,83,Napa County,Santa Barbara County,53,71,-18,124
6,55,6,85,Napa County,Santa Clara County,215,9,206,224
6,55,6,87,Napa County,Santa Cruz County,37,24,13,61
6,55,6,89,Napa County,Shasta County,87,19,68,106
6,55,6,93,Napa County,Siskiyou County,0,4,-4,4
6,55,6,95,Napa County,Solano County,733,"2,512","-1,779","3,245"
6,55,6,97,Napa County,Sonoma County,349,697,-348,"1,046"
6,55,6,99,Napa County,Stanislaus County,251,34,217,285
6,55,6,101,Napa County,Sutter County,8,0,8,8
6,55,6,103,Napa County,Tehama County,0,5,-5,5
6,55,6,105,Napa County,Trinity County,23,30,-7,53
6,55,6,107,Napa County,Tulare County,49,0,49,49
6,55,6,111,Napa County,Ventura County,1,41,-40,42
6,55,6,113,Napa County,Yolo County,129,94,35,223
6,57,6,1,Nevada County,Alameda County,230,94,136,324
6,57,6,5,Nevada County,Amador County,0,99,-99,99
6,57,6,7,Nevada County,Butte County,101,55,46,156
6,57,6,13,Nevada County,Contra Costa County,268,74,194,342
6,57,6,15,Nevada County,Del Norte County,0,4,-4,4
6,57,6,17,Nevada County,El Dorado County,74,0,74,74
6,57,6,19,Nevada County,Fresno County,0,51,-51,51
6,57,6,23,Nevada County,Humboldt County,107,19,88,126
6,57,6,29,Nevada County,Kern County,136,18,118,154
6,57,6,33,Nevada County,Lake County,6,0,6,6
6,57,6,35,Nevada County,Lassen County,21,45,-24,66
6,57,6,37,Nevada County,Los Angeles County,219,160,59,379
6,57,6,39,Nevada County,Madera County,6,0,6,6
6,57,6,41,Nevada County,Marin County,89,333,-244,422
6,57,6,43,Nevada County,Mariposa County,0,21,-21,21
6,57,6,45,Nevada County,Mendocino County,47,0,47,47
6,57,6,49,Nevada County,Modoc County,18,0,18,18
6,57,6,53,Nevada County,Monterey County,97,27,70,124
6,57,6,59,Nevada County,Orange County,1,192,-191,193
6,57,6,61,Nevada County,Placer County,"1,250",628,622,"1,878"
6,57,6,63,Nevada County,Plumas County,0,15,-15,15
6,57,6,65,Nevada County,Riverside County,10,28,-18,38
6,57,6,67,Nevada County,Sacramento County,148,407,-259,555
6,57,6,71,Nevada County,San Bernardino County,1,0,1,1
6,57,6,73,Nevada County,San Diego County,67,26,41,93
6,57,6,75,Nevada County,San Francisco County,101,26,75,127
6,57,6,77,Nevada County,San Joaquin County,4,17,-13,21
6,57,6,79,Nevada County,San Luis Obispo County,11,43,-32,54
6,57,6,81,Nevada County,San Mateo County,240,66,174,306
6,57,6,83,Nevada County,Santa Barbara County,29,11,18,40
6,57,6,85,Nevada County,Santa Clara County,131,110,21,241
6,57,6,87,Nevada County,Santa Cruz County,11,111,-100,122
6,57,6,89,Nevada County,Shasta County,172,104,68,276
6,57,6,91,Nevada County,Sierra County,23,36,-13,59
6,57,6,93,Nevada County,Siskiyou County,5,17,-12,22
6,57,6,95,Nevada County,Solano County,51,22,29,73
6,57,6,97,Nevada County,Sonoma County,116,111,5,227
6,57,6,99,Nevada County,Stanislaus County,12,0,12,12
6,57,6,101,Nevada County,Sutter County,98,160,-62,258
6,57,6,103,Nevada County,Tehama County,0,7,-7,7
6,57,6,107,Nevada County,Tulare County,0,7,-7,7
6,57,6,109,Nevada County,Tuolumne County,0,46,-46,46
6,57,6,111,Nevada County,Ventura County,89,39,50,128
6,57,6,113,Nevada County,Yolo County,38,61,-23,99
6,57,6,115,Nevada County,Yuba County,40,220,-180,260
6,59,6,1,Orange County,Alameda County,"1,380","1,722",-342,"3,102"
6,59,6,5,Orange County,Amador County,6,10,-4,16
6,59,6,7,Orange County,Butte County,198,355,-157,553
6,59,6,9,Orange County,Calaveras County,33,17,16,50
6,59,6,11,Orange County,Colusa County,61,0,61,61
6,59,6,13,Orange County,Contra Costa County,522,865,-343,"1,387"
6,59,6,15,Orange County,Del Norte County,13,0,13,13
6,59,6,17,Orange County,El Dorado County,185,88,97,273
6,59,6,19,Orange County,Fresno County,619,546,73,"1,165"
6,59,6,21,Orange County,Glenn County,11,0,11,11
6,59,6,23,Orange County,Humboldt County,65,156,-91,221
6,59,6,25,Orange County,Imperial County,375,209,166,584
6,59,6,27,Orange County,Inyo County,132,18,114,150
6,59,6,29,Orange County,Kern County,651,"1,204",-553,"1,855"
6,59,6,31,Orange County,Kings County,63,117,-54,180
6,59,6,33,Orange County,Lake County,46,15,31,61
6,59,6,35,Orange County,Lassen County,27,37,-10,64
6,59,6,37,Orange County,Los Angeles County,"38,977","27,627","11,350","66,604"
6,59,6,39,Orange County,Madera County,14,171,-157,185
6,59,6,41,Orange County,Marin County,143,82,61,225
6,59,6,43,Orange County,Mariposa County,0,15,-15,15
6,59,6,45,Orange County,Mendocino County,28,0,28,28
6,59,6,47,Orange County,Merced County,190,90,100,280
6,59,6,51,Orange County,Mono County,0,75,-75,75
6,59,6,53,Orange County,Monterey County,253,343,-90,596
6,59,6,55,Orange County,Napa County,410,18,392,428
6,59,6,57,Orange County,Nevada County,192,1,191,193
6,59,6,61,Orange County,Placer County,346,"1,071",-725,"1,417"
6,59,6,63,Orange County,Plumas County,0,20,-20,20
6,59,6,65,Orange County,Riverside County,"10,416","18,385","-7,969","28,801"
6,59,6,67,Orange County,Sacramento County,960,"1,203",-243,"2,163"
6,59,6,69,Orange County,San Benito County,58,9,49,67
6,59,6,71,Orange County,San Bernardino County,"5,339","6,041",-702,"11,380"
6,59,6,73,Orange County,San Diego County,"6,556","6,319",237,"12,875"
6,59,6,75,Orange County,San Francisco County,970,"1,106",-136,"2,076"
6,59,6,77,Orange County,San Joaquin County,295,250,45,545
6,59,6,79,Orange County,San Luis Obispo County,260,"1,328","-1,068","1,588"
6,59,6,81,Orange County,San Mateo County,812,515,297,"1,327"
6,59,6,83,Orange County,Santa Barbara County,888,840,48,"1,728"
6,59,6,85,Orange County,Santa Clara County,"1,982","1,525",457,"3,507"
6,59,6,87,Orange County,Santa Cruz County,266,584,-318,850
6,59,6,89,Orange County,Shasta County,12,228,-216,240
6,59,6,93,Orange County,Siskiyou County,0,25,-25,25
6,59,6,95,Orange County,Solano County,284,191,93,475
6,59,6,97,Orange County,Sonoma County,249,235,14,484
6,59,6,99,Orange County,Stanislaus County,123,68,55,191
6,59,6,101,Orange County,Sutter County,3,0,3,3
6,59,6,103,Orange County,Tehama County,87,16,71,103
6,59,6,107,Orange County,Tulare County,97,222,-125,319
6,59,6,109,Orange County,Tuolumne County,23,43,-20,66
6,59,6,111,Orange County,Ventura County,"1,554","1,011",543,"2,565"
6,59,6,113,Orange County,Yolo County,413,436,-23,849
6,59,6,115,Orange County,Yuba County,23,15,8,38
6,61,6,1,Placer County,Alameda County,645,305,340,950
6,61,6,3,Placer County,Alpine County,65,0,65,65
6,61,6,5,Placer County,Amador County,75,26,49,101
6,61,6,7,Placer County,Butte County,335,381,-46,716
6,61,6,9,Placer County,Calaveras County,16,48,-32,64
6,61,6,11,Placer County,Colusa County,80,0,80,80
6,61,6,13,Placer County,Contra Costa County,556,289,267,845
6,61,6,15,Placer County,Del Norte County,44,0,44,44
6,61,6,17,Placer County,El Dorado County,918,969,-51,"1,887"
6,61,6,19,Placer County,Fresno County,89,32,57,121
6,61,6,21,Placer County,Glenn County,28,0,28,28
6,61,6,23,Placer County,Humboldt County,107,169,-62,276
6,61,6,25,Placer County,Imperial County,0,57,-57,57
6,61,6,27,Placer County,Inyo County,0,2,-2,2
6,61,6,29,Placer County,Kern County,94,114,-20,208
6,61,6,31,Placer County,Kings County,19,6,13,25
6,61,6,33,Placer County,Lake County,26,14,12,40
6,61,6,35,Placer County,Lassen County,0,28,-28,28
6,61,6,37,Placer County,Los Angeles County,550,579,-29,"1,129"
6,61,6,39,Placer County,Madera County,39,52,-13,91
6,61,6,41,Placer County,Marin County,39,125,-86,164
6,61,6,43,Placer County,Mariposa County,0,6,-6,6
6,61,6,45,Placer County,Mendocino County,49,62,-13,111
6,61,6,47,Placer County,Merced County,86,0,86,86
6,61,6,49,Placer County,Modoc County,0,154,-154,154
6,61,6,53,Placer County,Monterey County,226,66,160,292
6,61,6,55,Placer County,Napa County,213,13,200,226
6,61,6,57,Placer County,Nevada County,628,"1,250",-622,"1,878"
6,61,6,59,Placer County,Orange County,"1,071",346,725,"1,417"
6,61,6,63,Placer County,Plumas County,0,75,-75,75
6,61,6,65,Placer County,Riverside County,153,486,-333,639
6,61,6,67,Placer County,Sacramento County,"7,269","6,461",808,"13,730"
6,61,6,69,Placer County,San Benito County,17,4,13,21
6,61,6,71,Placer County,San Bernardino County,145,110,35,255
6,61,6,73,Placer County,San Diego County,265,493,-228,758
6,61,6,75,Placer County,San Francisco County,310,223,87,533
6,61,6,77,Placer County,San Joaquin County,151,79,72,230
6,61,6,79,Placer County,San Luis Obispo County,14,191,-177,205
6,61,6,81,Placer County,San Mateo County,618,106,512,724
6,61,6,83,Placer County,Santa Barbara County,40,170,-130,210
6,61,6,85,Placer County,Santa Clara County,951,366,585,"1,317"
6,61,6,87,Placer County,Santa Cruz County,71,148,-77,219
6,61,6,89,Placer County,Shasta County,209,7,202,216
6,61,6,93,Placer County,Siskiyou County,0,12,-12,12
6,61,6,95,Placer County,Solano County,521,135,386,656
6,61,6,97,Placer County,Sonoma County,205,168,37,373
6,61,6,99,Placer County,Stanislaus County,238,166,72,404
6,61,6,101,Placer County,Sutter County,128,194,-66,322
6,61,6,103,Placer County,Tehama County,30,185,-155,215
6,61,6,105,Placer County,Trinity County,0,9,-9,9
6,61,6,107,Placer County,Tulare County,0,39,-39,39
6,61,6,109,Placer County,Tuolumne County,24,22,2,46
6,61,6,111,Placer County,Ventura County,180,19,161,199
6,61,6,113,Placer County,Yolo County,465,523,-58,988
6,61,6,115,Placer County,Yuba County,196,601,-405,797
6,63,6,1,Plumas County,Alameda County,0,8,-8,8
6,63,6,7,Plumas County,Butte County,33,216,-183,249
6,63,6,13,Plumas County,Contra Costa County,26,45,-19,71
6,63,6,21,Plumas County,Glenn County,0,33,-33,33
6,63,6,23,Plumas County,Humboldt County,0,7,-7,7
6,63,6,25,Plumas County,Imperial County,1,0,1,1
6,63,6,29,Plumas County,Kern County,22,9,13,31
6,63,6,31,Plumas County,Kings County,0,9,-9,9
6,63,6,35,Plumas County,Lassen County,74,30,44,104
6,63,6,37,Plumas County,Los Angeles County,30,20,10,50
6,63,6,41,Plumas County,Marin County,6,0,6,6
6,63,6,45,Plumas County,Mendocino County,0,3,-3,3
6,63,6,57,Plumas County,Nevada County,15,0,15,15
6,63,6,59,Plumas County,Orange County,20,0,20,20
6,63,6,61,Plumas County,Placer County,75,0,75,75
6,63,6,65,Plumas County,Riverside County,24,99,-75,123
6,63,6,67,Plumas County,Sacramento County,6,16,-10,22
6,63,6,71,Plumas County,San Bernardino County,7,21,-14,28
6,63,6,73,Plumas County,San Diego County,40,18,22,58
6,63,6,79,Plumas County,San Luis Obispo County,16,17,-1,33
6,63,6,81,Plumas County,San Mateo County,41,0,41,41
6,63,6,85,Plumas County,Santa Clara County,53,0,53,53
6,63,6,87,Plumas County,Santa Cruz County,32,0,32,32
6,63,6,91,Plumas County,Sierra County,30,3,27,33
6,63,6,93,Plumas County,Siskiyou County,0,28,-28,28
6,63,6,97,Plumas County,Sonoma County,10,0,10,10
6,63,6,99,Plumas County,Stanislaus County,28,15,13,43
6,63,6,103,Plumas County,Tehama County,0,246,-246,246
6,63,6,111,Plumas County,Ventura County,33,66,-33,99
6,63,6,113,Plumas County,Yolo County,26,15,11,41
6,63,6,115,Plumas County,Yuba County,29,0,29,29
6,65,6,1,Riverside County,Alameda County,755,582,173,"1,337"
6,65,6,5,Riverside County,Amador County,92,65,27,157
6,65,6,7,Riverside County,Butte County,149,304,-155,453
6,65,6,9,Riverside County,Calaveras County,9,5,4,14
6,65,6,11,Riverside County,Colusa County,2,0,2,2
6,65,6,13,Riverside County,Contra Costa County,308,291,17,599
6,65,6,15,Riverside County,Del Norte County,53,17,36,70
6,65,6,17,Riverside County,El Dorado County,93,188,-95,281
6,65,6,19,Riverside County,Fresno County,368,447,-79,815
6,65,6,21,Riverside County,Glenn County,0,12,-12,12
6,65,6,23,Riverside County,Humboldt County,91,137,-46,228
6,65,6,25,Riverside County,Imperial County,"1,014",642,372,"1,656"
6,65,6,27,Riverside County,Inyo County,58,0,58,58
6,65,6,29,Riverside County,Kern County,"1,524","1,875",-351,"3,399"
6,65,6,31,Riverside County,Kings County,387,410,-23,797
6,65,6,33,Riverside County,Lake County,0,12,-12,12
6,65,6,35,Riverside County,Lassen County,92,168,-76,260
6,65,6,37,Riverside County,Los Angeles County,"22,052","10,563","11,489","32,615"
6,65,6,39,Riverside County,Madera County,115,190,-75,305
6,65,6,41,Riverside County,Marin County,151,186,-35,337
6,65,6,43,Riverside County,Mariposa County,4,1,3,5
6,65,6,45,Riverside County,Mendocino County,55,77,-22,132
6,65,6,47,Riverside County,Merced County,115,309,-194,424
6,65,6,49,Riverside County,Modoc County,0,17,-17,17
6,65,6,51,Riverside County,Mono County,0,14,-14,14
6,65,6,53,Riverside County,Monterey County,345,899,-554,"1,244"
6,65,6,55,Riverside County,Napa County,104,174,-70,278
6,65,6,57,Riverside County,Nevada County,28,10,18,38
6,65,6,59,Riverside County,Orange County,"18,385","10,416","7,969","28,801"
6,65,6,61,Riverside County,Placer County,486,153,333,639
6,65,6,63,Riverside County,Plumas County,99,24,75,123
